,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,10.077210505803427,0.5427548924347333,0.044382969538370766,0.007321838081958296,0.1,6,150,4,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 150, 'n_jobs': 4}",0.868081880212282,0.8671215998483556,0.8685432660411335,0.8679155872875466,0.0005921766045774296,5,0.882854705715098,0.8829076434630148,0.8809647917357721,0.8822423803046283,0.0009036500114323801
1,8.021653811136881,3.233394725475532,0.047207276026407875,0.007908845431086496,0.1,6,180,4,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 180, 'n_jobs': 4}",0.868081880212282,0.8674059330869112,0.8688275992796891,0.8681051367915588,0.0005806165791732272,3,0.884987205004265,0.8847557219352699,0.8831919632279771,0.8843116300558372,0.0007973441151162416
2,8.82985512415568,2.8123451693006083,0.054197231928507485,0.008499626657087467,0.1,6,210,4,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 210, 'n_jobs': 4}",0.8674184988627748,0.8678798218178372,0.8693014880106151,0.8681999115435648,0.0008013594554937696,2,0.88617192683158,0.8867933469174999,0.8846609486802824,0.8858754074764542,0.0008954415508545548
3,12.727462768554688,3.8296841930240624,0.057629028956095375,0.010963607902810176,0.1,6,240,4,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 240, 'n_jobs': 4}",0.8677975739196361,0.8682589328025779,0.8688275992796891,0.8682946862955708,0.0004212686699343993,1,0.8879727040090987,0.8886888120172487,0.8865564137800312,0.8877393099354595,0.000886053104401544
4,11.31915537516276,4.077277942281285,0.06328471501668294,0.010719045527595247,0.1,6,270,4,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 270, 'n_jobs': 4}",0.8684609552691432,0.867311155340726,0.8684484882949484,0.8680735452075568,0.000539102298002423,4,0.8892048147095062,0.8899208643320855,0.8877884660948681,0.8889713817121532,0.0008860582312361124
5,12.597437381744385,3.4186553932333363,0.0646349589029948,0.01576022253131861,0.1,9,150,4,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 150, 'n_jobs': 4}",0.8675132676269901,0.8665529333712444,0.8679745995640223,0.8673469387755102,0.0005921816499891993,6,0.8994882001705999,0.8996825095957921,0.897313178221106,0.8988279626624993,0.0010740477848137934
6,14.92213519414266,4.613819161081269,0.0553892453511556,0.015005505109045815,0.1,9,180,4,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 180, 'n_jobs': 4}",0.8673237300985596,0.8655103781632073,0.8678798218178372,0.8669046565994819,0.001011682064453942,8,0.9023789214292484,0.9030469601478462,0.9004406956356916,0.9019555257375954,0.001105320952065312
7,12.962268193562826,4.5473683229109,0.07459783554077148,0.008531676726415041,0.1,9,210,4,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 210, 'n_jobs': 4}",0.8672289613343442,0.8651312671784664,0.8678798218178372,0.8667466986794717,0.0011727540151018417,9,0.9044166429722301,0.9052741316400512,0.9032365066578212,0.9043090937567008,0.0008353258914430586
8,19.838406801223755,5.8847990724217665,0.07326316833496094,0.009153125729577662,0.1,9,240,4,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 240, 'n_jobs': 4}",0.8676080363912054,0.8652260449246517,0.8681641550563928,0.8669994313514879,0.0012743314608280642,7,0.9071178087385082,0.9078803961522058,0.9069326636023314,0.9073102894976818,0.0004101510929010727
9,17.39041296641032,6.576600499704361,0.08276637395222981,0.016596576831690246,0.1,9,270,4,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 270, 'n_jobs': 4}",0.8675132676269901,0.8646573784475405,0.8675954885792816,0.8665887407594617,0.0013660594943322346,10,0.9093924746469529,0.9106288205468417,0.9086859688195991,0.9095690880044646,0.0008029372815071162
