,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,2.6798288027445474,0.18656429864068352,0.35000038146972656,0.13236924709667888,0.8,40,"{'learning_rate': 0.8, 'n_estimators': 40}",0.8507391963608795,0.8520519382049095,0.853757937636243,0.8521829784545397,0.0012358839623902334,60,0.853757937636243,0.8533857745344264,0.8534805477894138,0.8535414199866945,0.00015791434785931657
1,2.984236478805542,0.12356184079289004,0.25880861282348633,0.010399145543005636,0.8,50,"{'learning_rate': 0.8, 'n_estimators': 50}",0.8519711902956786,0.8551796038290209,0.8552743815752062,0.8541416566626651,0.001535311844566538,52,0.8548952705904653,0.8554707861441502,0.8554707861441502,0.8552789476262553,0.0002713006337925904
2,3.478003899256388,0.3404754615962193,0.6183464527130127,0.14012595317816803,0.8,60,"{'learning_rate': 0.8, 'n_estimators': 60}",0.8550037907505686,0.8558430480523174,0.8560326035446877,0.8556264611107601,0.00044706366496029433,40,0.8564117145294284,0.8566554518314932,0.8558972657915936,0.8563214773841717,0.00031603646895328127
3,4.018645604451497,0.22421007784577485,0.6622286637624105,0.15019966298880916,0.8,70,"{'learning_rate': 0.8, 'n_estimators': 70}",0.8551933282789992,0.8569803810065396,0.8559378257985025,0.8560371517027864,0.0007329396737221451,36,0.8569329921334471,0.857366251243899,0.8563711320665308,0.8568901251479589,0.0004073849351862868
4,3.809106190999349,0.07048572059852919,0.8956061999003092,0.1256353420771044,0.8,80,"{'learning_rate': 0.8, 'n_estimators': 80}",0.8557619408642911,0.8573594919912805,0.8583072694531324,0.8571428571428571,0.0010503638455143475,24,0.858591602691688,0.8581244372837985,0.8575557977538738,0.8580906125764534,0.00042354145835663557
5,5.014302571614583,0.07423391591896791,1.1024987697601318,0.15956318798431895,0.8,90,"{'learning_rate': 0.8, 'n_estimators': 90}",0.8564253222137983,0.8578333807222064,0.8568856032603545,0.8570480823908511,0.0005862102476124992,27,0.8591602691687992,0.8579348907738237,0.8580296640288111,0.8583749413238113,0.0005566569024394256
6,4.503298282623291,0.13692184326009194,0.786231279373169,0.05542922110665173,0.8,100,"{'learning_rate': 0.8, 'n_estimators': 100}",0.8570887035633056,0.8589707136764287,0.859065491422614,0.858374928918936,0.0009103643892952145,13,0.8601554355037437,0.8594512628536227,0.8585983035587357,0.8594016673053674,0.0006366630518289393
7,2.0079640547434487,0.09142224324752261,0.4198774496714274,0.12030218453134954,0.85,40,"{'learning_rate': 0.85, 'n_estimators': 40}",0.8486542835481425,0.8532840489053171,0.8539474931286134,0.8519618373665255,0.002354534338155234,61,0.8533788266515022,0.8543808937117945,0.8543335070843008,0.8540310758158659,0.0004616153538940377
8,2.5822187264760337,0.2632618126253057,0.5083839893341064,0.03275258108973044,0.85,50,"{'learning_rate': 0.85, 'n_estimators': 50}",0.8514025777103866,0.8546109373519097,0.8552743815752062,0.8537625576546408,0.001690672644219105,54,0.8558904369254099,0.8560394256740748,0.8550443064967066,0.8556580563653972,0.00043822831780961937
9,3.2646379470825195,0.2909905276145365,0.7786394755045573,0.1302340513589076,0.85,60,"{'learning_rate': 0.85, 'n_estimators': 60}",0.8538665655799849,0.8550848260828358,0.8553691593213913,0.8547734883427055,0.0006517416916430863,45,0.8577859918491139,0.8569871582239492,0.8566080652039995,0.8571270717590208,0.0004909580045107709
10,3.2514737447102866,0.029670425877659914,0.673865556716919,0.22946918460125024,0.85,70,"{'learning_rate': 0.85, 'n_estimators': 70}",0.8546247156937073,0.8567908255141693,0.8550848260828358,0.855500094774752,0.0009317926810169974,42,0.857880769595299,0.8582665971662796,0.8571293181064303,0.8577588949560031,0.00047222239518442284
11,4.689366340637207,0.18299338034039925,0.7945419947306315,0.23252502819458795,0.85,80,"{'learning_rate': 0.85, 'n_estimators': 80}",0.8550037907505686,0.8574542697374656,0.8572647142450952,0.8565742086308208,0.001113198719272796,33,0.8587811581840584,0.858882623323698,0.8586456901862295,0.8587698238979953,9.705901104685677e-05
12,4.349307060241699,0.26721661335498215,0.8540908495585123,0.35202328383117537,0.85,90,"{'learning_rate': 0.85, 'n_estimators': 90}",0.8557619408642911,0.8575490474836508,0.8579281584683917,0.8570796739748531,0.0009445877383228234,25,0.8596815467728177,0.8592143297161541,0.8592143297161541,0.859370068735042,0.00022024823270191856
13,5.308262904485066,0.40202482817222623,0.9591174920399984,0.13450169653943597,0.85,100,"{'learning_rate': 0.85, 'n_estimators': 100}",0.8562357846853677,0.8578333807222064,0.8587811581840584,0.8576167309028875,0.0010503835278216213,20,0.8603923798692067,0.860588541913472,0.8600199023835473,0.8603336080554086,0.00023583655826451403
14,2.218484878540039,0.24749059171317342,0.44514258702596027,0.05668984699131712,0.9,40,"{'learning_rate': 0.9, 'n_estimators': 40}",0.8481804397270659,0.852810160174391,0.8532840489053171,0.8514247804384912,0.002302346491800187,62,0.8536157710169652,0.8546652134767568,0.8541913472018197,0.8541574438985139,0.0004291032856121202
15,2.24769393603007,0.08813308768958973,0.5016653537750244,0.10187806764004688,0.9,50,"{'learning_rate': 0.9, 'n_estimators': 50}",0.8524450341167551,0.8557482703061321,0.8548004928442802,0.8543312061666772,0.0013887764579829747,50,0.8562221590370581,0.8572714779889116,0.8555181727716439,0.8563372699325379,0.000720396966918533
16,2.9713688691457114,0.32281630443456794,0.7559782663981119,0.06594974017730267,0.9,60,"{'learning_rate': 0.9, 'n_estimators': 60}",0.854814253222138,0.8558430480523174,0.8567908255141693,0.8558160106147722,0.0008071650691998765,38,0.859065491422614,0.8574136378713927,0.8567028384589869,0.8577273225843313,0.0009897241470842651
17,3.9447224140167236,0.34491632333463396,0.5736811955769857,0.008202151035373561,0.9,70,"{'learning_rate': 0.9, 'n_estimators': 70}",0.8559514783927218,0.8566012700217989,0.8576438252298361,0.8567321665508308,0.0006970751177347567,29,0.8584968249455028,0.8586456901862295,0.8586930768137232,0.8586118639818184,8.36136273727202e-05
18,3.932474374771118,0.32303390394348214,1.02521816889445,0.14966364554049974,0.9,80,"{'learning_rate': 0.9, 'n_estimators': 80}",0.8579416224412434,0.8576438252298361,0.8574542697374656,0.8576799140708915,0.00020059222203399138,19,0.8599184911382808,0.8594986494811164,0.8592617163436478,0.8595596189876816,0.0002715710382992638
19,4.970917224884033,0.21133531001501915,0.835765520731608,0.0485600590522284,0.9,90,"{'learning_rate': 0.9, 'n_estimators': 90}",0.8583206974981046,0.8584968249455028,0.8587811581840584,0.8585328868389461,0.00018970529228408797,10,0.8600132688844659,0.8601620622660285,0.8598303558735725,0.860001895674689,0.00013565715394460535
20,4.845399379730225,0.23816879893802292,0.8949408531188965,0.15182491440806012,0.9,100,"{'learning_rate': 0.9, 'n_estimators': 100}",0.8587945413191812,0.8579281584683917,0.8607714908539474,0.8591647185189866,0.0011899170903635918,6,0.8612453795848735,0.860588541913472,0.8612993413258778,0.8610444209414077,0.0003231070343367077
21,2.107574701309204,0.20758867884131135,0.39394593238830566,0.05614078781483789,0.95,40,"{'learning_rate': 0.95, 'n_estimators': 40}",0.8507391963608795,0.8535683821438727,0.8552743815752062,0.8531939091426044,0.0018703341911434838,56,0.8541844374940764,0.8552338530066815,0.8543335070843008,0.854583932528353,0.00046357516959361203
22,2.350924332936605,0.06891049274488635,0.49866604804992676,0.11145206580413106,0.95,50,"{'learning_rate': 0.95, 'n_estimators': 50}",0.8532031842304776,0.8552743815752062,0.8558430480523174,0.8547734883427055,0.001134433594738911,45,0.8557008814330396,0.8565606785765058,0.8558972657915936,0.856052941933713,0.00036786689431280486
