,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,2.2568043867746987,0.16812928589816173,0.02849157651265462,0.00958462429937214,0,0.08,6,180,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 180, 'n_jobs': 4}",0.8674184988627748,0.8670268221021704,0.8691119325182447,0.8678524041195426,0.0009048409570190429,1,0.8880200928821913,0.8884044922522865,0.8878832393498555,0.8881026081614444,0.0002206546707049226
1,2.588955799738566,0.2936535312310216,0.02952114741007487,0.002922139602487588,0,0.08,6,210,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 210, 'n_jobs': 4}",0.8677028051554208,0.8656999336555776,0.8678798218178372,0.8670942061034941,0.0009885212872875707,2,0.8916216472372287,0.8921006491967967,0.8896365445671232,0.8911196136670495,0.0010667649493319349
2,2.81190554300944,0.23326335719691366,0.04180097579956055,0.008865326046635072,0,0.08,6,240,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 240, 'n_jobs': 4}",0.8672289613343442,0.8656051559093925,0.867311155340726,0.8667151070954697,0.0007855524306733848,6,0.8942280352573215,0.8953229398663697,0.8923375823342653,0.8939628524859855,0.0012331075447240827
3,2.8486381371816,0.024684166561855965,0.03912202517191569,0.006378159640912489,0,0.08,7,180,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 180, 'n_jobs': 4}",0.8648597422289613,0.865889489147948,0.8674059330869112,0.8660516838314273,0.0010457937880136345,14,0.8985878115818405,0.8966497654361939,0.8957494195138131,0.8969956655106159,0.001184300786420418
4,2.92527437210083,0.20835905223855847,0.06470918655395508,0.0236648390406987,0,0.08,7,210,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 210, 'n_jobs': 4}",0.8656178923426838,0.8659842668941332,0.8672163775945408,0.8662728249194415,0.0006837373789484321,10,0.9026158657947114,0.9010093351656162,0.8991138700658674,0.9009130236753983,0.0014313048705223335
5,3.5673784414927163,0.06469627995878556,0.08615827560424805,0.03542479974117764,0,0.08,7,240,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 7, 'n_estimators': 240, 'n_jobs': 4}",0.8649545109931767,0.8661738223865036,0.8650364894322813,0.8653882605673848,0.0005564702683998895,21,0.9067386977537674,0.9053215182675449,0.9030469601478462,0.9050357253897195,0.0015206335991958192
6,2.9990052382151284,0.21025137018596246,0.056949456532796226,0.026684330226012968,0,0.08,8,180,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 180, 'n_jobs': 4}",0.8662812736921911,0.8662686001326888,0.8661738223865036,0.8662412333354395,4.7945600681772324e-05,11,0.9055539759264525,0.9047528787376202,0.9043263990901768,0.9048777512514165,0.0005088752831926024
7,3.6657830079396567,0.05650667964081348,0.048868656158447266,0.0008135176620440193,0,0.08,8,210,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 210, 'n_jobs': 4}",0.8659021986353298,0.8651312671784664,0.8655103781632073,0.865514626903393,0.0003147482726076685,20,0.91043502985499,0.910913140311804,0.9095389281144861,0.9102956994270933,0.0005696048436812637
8,3.985267162322998,0.4094721333544198,0.06413873036702473,0.0077615696177112834,0,0.08,8,240,4,"{'gamma': 0, 'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 240, 'n_jobs': 4}",0.8669446550416983,0.8637096009856886,0.8640887119704294,0.8649143868073546,0.0014440025350227557,31,0.9129466401288977,0.9148462303937829,0.9147514571387955,0.9141814425538254,0.0008739939984235682
9,2.5332674185434976,0.03538266314035967,0.024422168731689453,0.003636060715605979,0,0.1,6,180,4,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 180, 'n_jobs': 4}",0.8664708112206216,0.8656051559093925,0.8683537105487632,0.8668098818474759,0.0011474067358457998,4,0.8921903137143399,0.8943752073164953,0.8938065677865706,0.8934573629391354,0.0009255261682917542
10,2.5245280265808105,0.16373548069445923,0.02717002232869466,0.0058774020639295035,0,0.1,6,210,4,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 210, 'n_jobs': 4}",0.8655231235784685,0.8642782674627998,0.8678798218178372,0.8658937259114172,0.001493478116754677,17,0.8969765898966923,0.8985452305359427,0.8968393119461688,0.8974537107929347,0.0007738530527851461
