,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_objective,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,1.38174835840861,0.15446337239083802,0.03152298927307129,0.015264574300263477,0.08,4,180,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8658074298711145,0.8660790446403185,0.8670268221021704,0.8663044165034435,0.0005227030875286082,26,0.8749407639086343,0.875894422593944,0.875562716201488,0.875465967568022,0.00039529435915935
1,1.5035564104715984,0.038967767840519696,0.02603594462076823,0.007363672588631347,0.08,4,180,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8641963608794542,0.8652260449246517,0.8640887119704294,0.8645036962153282,0.0005126527848596366,40,0.8744194863046156,0.8740937307491826,0.8745675970241198,0.8743602713593059,0.00019793453284983593
2,1.6079942385355632,0.12709095976355297,0.020167191823323567,0.003239325247501827,0.08,4,210,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8677028051554208,0.8669320443559853,0.8682589328025779,0.8676312630315284,0.0005440486513609996,5,0.8772628186901715,0.8773160214187556,0.8771264749087807,0.8772351050059027,7.982483357425811e-05
3,1.7627220153808594,0.022375830048755936,0.028657913208007812,0.009133899944819987,0.08,4,210,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8651440485216073,0.8657947114017629,0.8646573784475405,0.8651987110633728,0.0004659131203381959,36,0.8751303194010046,0.8760839691039188,0.8762261289864001,0.875813472497108,0.00048653603674913903
4,1.8365757465362549,0.14519332072054367,0.022935231526692707,0.006415632576903432,0.08,4,240,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8666603487490523,0.8671215998483556,0.8695858212491707,0.8677892209515385,0.0012842387476182835,4,0.8785897071367643,0.8793536464009857,0.8788323934985547,0.8789252490121017,0.0003187134655159792
5,2.0428500970204673,0.007114582480310267,0.023687124252319336,0.004847192777807459,0.08,4,240,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 4, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8656178923426838,0.8661738223865036,0.8645626007013554,0.8654514437353888,0.0006682161077484962,35,0.8764098189745048,0.877079088281287,0.8768895417713122,0.8767928163423679,0.0002816584310869268
6,2.113710562388102,0.12038175864461644,0.03977719942728678,0.009662033705950295,0.08,6,180,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8674184988627748,0.8670268221021704,0.8691119325182447,0.8678524041195426,0.0009048409570190429,2,0.8880200928821913,0.8884044922522865,0.8878832393498555,0.8881026081614444,0.0002206546707049226
7,2.4358542760213218,0.03553372785371975,0.031243006388346355,0.012754644397644056,0.08,6,180,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8644806671721,0.867785044071652,0.8671215998483556,0.8664623744234536,0.0014272789872974182,25,0.8936593687802105,0.8932853148841396,0.8943752073164953,0.8937732969936151,0.0004521807211604208
8,2.400897979736328,0.16236539192061575,0.0419008731842041,0.007837495633397185,0.08,6,210,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8677028051554208,0.8656999336555776,0.8678798218178372,0.8670942061034941,0.0009885212872875707,13,0.8916216472372287,0.8921006491967967,0.8896365445671232,0.8911196136670495,0.0010667649493319349
9,2.751728137334188,0.07499260917854413,0.03816541035970052,0.007291182589730778,0.08,6,210,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:linear'}",0.865049279757392,0.8679745995640223,0.867311155340726,0.8667782902634739,0.0012522929855751411,17,0.8965027011657662,0.8962706724162441,0.8971236317111311,0.8966323350977138,0.00036008203409560753
10,2.7315328121185303,0.18445938358604427,0.04439663887023926,0.0018918205922544163,0.08,6,240,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8672289613343442,0.8656051559093925,0.867311155340726,0.8667151070954697,0.0007855524306733848,20,0.8942280352573215,0.8953229398663697,0.8923375823342653,0.8939628524859855,0.0012331075447240827
11,3.1381277243296304,0.04494601011108629,0.07171956698099773,0.030490409604206622,0.08,6,240,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 6, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8658074298711145,0.867311155340726,0.8670268221021704,0.8667151070954697,0.0006522666790045093,20,0.8993934224244148,0.8988769369283988,0.8993981898308298,0.899222849727881,0.0002446050294866692
12,2.8747775554656982,0.13092629880221865,0.042954206466674805,0.01656219418080905,0.08,8,180,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8662812736921911,0.8662686001326888,0.8661738223865036,0.8662412333354395,4.7945600681772324e-05,27,0.9055539759264525,0.9047528787376202,0.9043263990901768,0.9048777512514165,0.0005088752831926024
13,3.4969609578450522,0.0666523703481172,0.0454103151957194,0.007561069257043184,0.08,8,180,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8655231235784685,0.8602976021230215,0.8652260449246517,0.8636823150312757,0.002396367838719793,47,0.9195336934887688,0.9212908117329289,0.9203904658105483,0.920404990344082,0.0007174140378451302
14,3.210097153981527,0.2564299317003244,0.04387060801188151,0.009331121948703839,0.08,8,210,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8659021986353298,0.8651312671784664,0.8655103781632073,0.865514626903393,0.0003147482726076685,34,0.91043502985499,0.910913140311804,0.9095389281144861,0.9102956994270933,0.0005696048436812637
15,3.805959383646647,0.35652660415953175,0.05910404523213705,0.010898124764525681,0.08,8,210,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8655231235784685,0.8605819353615771,0.8644678229551701,0.8635243571112655,0.002124695407776106,50,0.9237986920671026,0.925697768089845,0.9254608349523764,0.9249857650364414,0.0008449422085991794
16,3.912707805633545,0.22707724605017912,0.07080380121866862,0.016215354644484047,0.08,8,240,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8669446550416983,0.8637096009856886,0.8640887119704294,0.8649143868073546,0.0014440025350227557,39,0.9129466401288977,0.9148462303937829,0.9147514571387955,0.9141814425538254,0.0008739939984235682
17,4.442150592803955,0.45766886510214017,0.08146897951761882,0.008957446824552958,0.08,8,240,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 8, 'n_estimators': 240, 'n_jobs': 4, 'objective': 'reg:linear'}",0.865333586050038,0.8608662686001327,0.8637096009856886,0.8633032160232514,0.0018462874065004768,53,0.9271633020566771,0.9315263232715728,0.9307207506041795,0.9298034586441432,0.0018956189728543485
18,3.9114707310994468,0.33395851902227863,0.06304574012756348,0.013446768937888749,0.08,10,180,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 10, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8648597422289613,0.8633304900009477,0.8635200454933182,0.8639034561192899,0.0006806417973944153,45,0.9264524689602881,0.9276880064445814,0.9297730180543051,0.9279711644863915,0.0013703151532708665
19,4.183525323867798,0.24203922884202034,0.09709970156351726,0.03779301342887726,0.08,10,180,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 10, 'n_estimators': 180, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8628695981804397,0.8592550469149843,0.8607714908539474,0.8609654388071017,0.0014820047948149386,61,0.9526111269074021,0.9547457707434962,0.950196654504099,0.9525178507183325,0.0018583397564264103
20,4.569750785827637,0.08747765388650997,0.0586550235748291,0.008540977840355107,0.08,10,210,4,reg:logistic,"{'learning_rate': 0.08, 'max_depth': 10, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:logistic'}",0.8642911296436695,0.8628566012700218,0.8633304900009477,0.8634927655272635,0.0005967831057245724,51,0.9308122452848071,0.9338482680187651,0.9361228261384638,0.9335944464806788,0.002175451873474196
21,4.8955310980478925,0.36594060009862434,0.06922698020935059,0.01588684976110402,0.08,10,210,4,reg:linear,"{'learning_rate': 0.08, 'max_depth': 10, 'n_estimators': 210, 'n_jobs': 4, 'objective': 'reg:linear'}",0.8638172858225929,0.8587811581840584,0.8599184911382808,0.8608390724710937,0.00215658957814796,63,0.9578712918206805,0.9634175235748472,0.9569729422357011,0.9594205858770762,0.0028499580364285014
